,name,diff_num,hunk_num,func_num,line_num_total,line_num_net,line_num_del,line_num_add,char_num_total,char_num_net,char_num_del,char_num_add,mem_num_total,mem_num_net,mem_num_del,mem_num_add,if_num_total,if_num_net,if_num_del,if_num_add,jump_num_total,jump_num_net,jump_num_del,jump_num_add,loop_num_total,loop_num_net,loop_num_del,loop_num_add,ari_num_total,ari_num_net,ari_num_del,ari_num_add,rel_num_total,rel_num_net,rel_num_del,rel_num_add,log_num_total,log_num_net,log_num_del,log_num_add,bit_num_total,bit_num_net,bit_num_del,bit_num_add,call_num_total,call_num_net,call_num_del,call_num_add,var_num_total,var_num_net,var_num_del,var_num_add,global_sim,global_norm_sim,dir_num_total,dir_num_net,dir_num_del,dir_num_add,cap_num,race_num,not_zero,preprocess
2409,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2009-3722-0a79b009525b160081d75cef5dbf45817956acf2.txt",3,3,2,11,11,0,11,293,293,0,293,0,0,0,0,2,2,0,2,3,3,0,3,0,0,0,0,3,3,0,3,2,2,0,2,1,1,0,1,0,0,0,0,4,4,0,4,8,8,0,8,293,72,0,0,0,0,0,0,1,0
2410,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2009-3889-66dca9b8c50b5e59d3bea8b21cee5c6dae6c9c46.txt",1,1,0,2,0,1,1,138,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1,5,1,4,4,2,0,0,0,0,0,0,0,0,0
2411,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2009-4131-4a58579b9e4e2a35d57e6c9c8483e52f6f1b7fd6.txt",2,7,0,33,11,11,22,731,269,231,500,0,0,0,0,10,2,4,6,6,2,2,4,0,0,0,0,28,8,10,18,17,1,8,9,22,6,8,14,7,3,2,5,6,4,2,5,45,29,16,35,383,104,0,0,0,0,0,0,-1,0
2412,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2009-4411-63451a06b7484d220750ed8574d3ee84e156daf5.txt",1,3,1,7,1,3,4,280,86,97,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,9,3,3,6,0,0,0,0,4,1,3,4,86,10,0,0,0,0,0,0,0,0
2413,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0007-dce766af541f6605fa9889892c0280bab31c66ab.txt",1,2,1,4,4,0,4,80,80,0,80,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,1,2,2,0,2,80,28,0,0,0,0,0,0,2,0
2414,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0011-1958b52d41cba96956dc1995660de49525ed1047.txt",1,3,0,7,-7,7,0,274,-274,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10,0,10,0,274,56,0,0,0,0,0,-1,0,0
2415,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-0067bd8a55862ac9dd212bd1c4f6f5bff1ca1301.txt",1,1,0,2,2,0,2,35,35,0,35,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,3,0,3,35,10,0,0,0,0,0,0,0,0
2416,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-05d72faa6d13c9d857478a5d35c85db9adada685.txt",3,3,1,17,-17,17,0,432,-432,432,0,0,0,0,0,5,-5,5,0,5,-5,5,0,0,0,0,0,10,-10,10,0,12,-12,12,0,1,-1,1,0,2,-2,2,0,6,0,6,0,9,0,9,0,432,142,0,0,0,0,0,0,-1,0
2417,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-097eed103862f9c6a97f2e415e21d1134017b135.txt",1,3,0,18,14,2,16,460,312,74,386,8,4,2,6,3,3,0,3,3,3,0,3,0,0,0,0,12,10,1,11,4,4,0,4,3,1,1,2,5,5,0,5,4,2,2,4,19,12,7,19,312,104,0,0,0,0,0,0,1,0
2418,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-0ec62d290912bb4b989be7563851bc364ec73b56.txt",3,3,0,43,-43,43,0,1226,-1226,1226,0,21,-21,21,0,7,-7,7,0,9,-9,9,0,0,0,0,0,15,-15,15,0,9,-9,9,0,0,0,0,0,4,-4,4,0,7,0,7,0,15,0,15,0,1226,290,0,0,0,0,0,0,0,0
2419,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-1a0ef85f84feb13f07b604fcf5b90ef7c2b5c82f.txt",1,3,0,14,6,4,10,340,128,106,234,2,0,1,1,5,1,2,3,2,2,0,2,0,0,0,0,15,3,6,9,9,1,4,5,2,2,0,2,0,0,0,0,1,1,0,1,13,6,7,12,130,31,0,0,0,0,0,0,0,0
2420,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-2c6a10161d0b5fc047b5bd81b03693b9af99fab5.txt",1,2,1,8,-4,6,2,226,-84,155,71,0,0,0,0,5,-3,4,1,2,-2,2,0,0,0,0,0,6,-4,5,1,2,-2,2,0,5,-1,3,2,2,2,0,2,3,1,2,1,11,4,7,7,129,41,0,0,0,0,0,0,0,0
2421,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-2ea1d13f64efdf49319e86c87d9ba38c30902782.txt",2,4,0,21,-17,19,2,625,-431,528,97,7,-7,7,0,5,-3,4,1,3,-3,3,0,0,0,0,0,8,-6,7,1,7,-5,6,1,3,-1,2,1,5,-3,4,1,4,0,4,0,16,1,15,6,456,81,0,0,0,0,0,0,0,1
2422,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-54f5de709984bae0d31d823ff03de755f9dcac54.txt",1,4,0,74,12,31,43,1669,359,655,1014,10,2,4,6,25,1,12,13,18,6,6,12,0,0,0,0,56,4,26,30,25,1,12,13,14,0,7,7,15,1,7,8,9,4,5,9,37,7,30,35,442,117,0,0,0,0,0,0,0,0
2423,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-564b3bffc619dcbdd160de597b0547a7017ea010.txt",2,3,0,6,0,3,3,193,45,74,119,0,0,0,0,3,-1,2,1,1,-1,1,0,0,0,0,0,1,1,0,1,2,0,1,1,2,0,1,1,2,0,1,1,0,0,0,0,7,2,5,6,53,29,0,0,0,0,0,0,0,0
2424,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-570dcf2c15463842e384eb597a87c1e39bead99b.txt",1,1,0,4,-4,4,0,99,-99,99,0,0,0,0,0,2,-2,2,0,0,0,0,0,0,0,0,0,5,-5,5,0,2,-2,2,0,5,-5,5,0,0,0,0,0,2,0,2,0,7,0,7,0,99,50,0,0,0,0,0,0,-1,0
2425,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-8c7b49b3ecd48923eb64ff57e07a1cdb74782970.txt",2,3,0,19,-1,10,9,517,27,245,272,0,0,0,0,7,1,3,4,4,0,2,2,0,0,0,0,10,0,5,5,0,0,0,0,0,0,0,0,7,1,3,4,6,1,5,6,12,0,12,12,68,15,0,0,0,0,0,0,0,0
2426,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-9206de95b1ea68357996ec02be5db0638a0de2c1.txt",2,7,0,23,-7,15,8,562,-216,389,173,2,-2,2,0,16,-4,10,6,4,0,2,2,0,0,0,0,17,-5,11,6,16,-2,9,7,11,-1,6,5,0,0,0,0,1,0,1,1,18,1,17,11,270,70,0,0,0,0,0,0,0,-1
2427,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-935874141df839c706cd6cdc438e85eb69d1525e.txt",1,1,0,4,2,1,3,85,35,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,4,3,1,1,2,0,0,0,0,1,1,0,1,0,0,0,0,6,3,3,6,35,20,0,0,0,0,0,0,0,0
2428,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-aa65607373a4daf2010e8c3867b6317619f3c1a3.txt",1,2,0,6,2,2,4,261,47,107,154,0,0,0,0,1,1,0,1,3,1,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,2,1,3,2,1,1,2,11,3,8,10,53,16,0,0,0,0,0,0,0,0
2429,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-bb52d6694002b9d632bb355f64daa045c6293a4e.txt",1,1,1,29,-27,28,1,666,-602,634,32,9,-9,9,0,10,-10,10,0,8,-8,8,0,0,0,0,0,24,-22,23,1,19,-19,19,0,3,-3,3,0,2,-2,2,0,8,1,7,1,19,0,19,2,603,226,0,0,0,0,0,0,-2,0
2430,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-c4caa778157dbbf04116f0ac2111e389b5cd7a29.txt",2,8,1,36,6,15,21,1181,197,492,689,0,0,0,0,1,-1,1,0,6,0,3,3,0,0,0,0,34,8,13,21,13,5,4,9,6,0,3,3,5,1,2,3,6,1,5,5,33,14,19,30,366,74,0,0,0,0,0,2,0,0
2431,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-e77414e0aad6a1b063ba5e5750c582c75327ea6a.txt",4,4,0,12,4,4,8,444,88,178,266,0,0,0,0,18,0,9,9,0,0,0,0,0,0,0,0,8,4,2,6,0,0,0,0,10,0,5,5,20,4,8,12,0,0,0,0,9,2,7,9,88,56,0,0,0,0,0,0,0,0
2432,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-ecc1a8993751de4e82eb18640d631dae1f626bd6.txt",1,6,0,90,20,35,55,2009,393,808,1201,50,8,21,29,40,-2,21,19,23,3,10,13,0,0,0,0,46,14,16,30,28,0,14,14,18,-8,13,5,21,-1,11,10,9,6,3,9,28,5,23,27,539,109,0,0,0,0,0,0,-6,0
2433,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-f106af4e90eadd76cfc0b5325f659619e08fb762.txt",1,3,0,11,9,1,10,326,266,30,296,0,0,0,0,7,5,1,6,2,2,0,2,0,0,0,0,12,8,2,10,10,6,2,8,1,1,0,1,2,2,0,2,2,2,0,2,10,6,4,10,268,89,0,0,0,0,0,0,0,1
2434,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-0291-f8b7256096a20436f6d0926747e3ac3d64c81d24.txt",36,80,14,824,-656,740,84,19387,-13265,16326,3061,3,-3,3,0,125,-109,117,8,109,-65,87,22,0,0,0,0,466,-372,419,47,165,-137,151,14,169,-145,157,12,272,-202,237,35,17,2,15,9,56,2,54,38,13718,4609,0,0,0,0,0,0,-69,-3
2435,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-1641-7df0e0397b9a18358573274db9fdab991941062f.txt",1,1,2,4,4,0,4,57,57,0,57,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,3,3,0,3,0,0,0,0,4,4,0,4,0,0,0,0,1,1,0,1,5,5,0,5,57,22,0,0,0,0,0,0,1,0
2436,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-2066-1f5a81e41f8b1a782c68d3843e9ec1bfaadf7d72.txt",1,1,0,2,2,0,2,66,66,0,66,0,0,0,0,2,2,0,2,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,3,3,0,3,0,0,0,0,2,2,0,2,2,2,0,2,66,20,0,0,0,0,0,0,0,0
2437,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-2071-2f26afba46f0ebf155cf9be746496a0304a5b7cf.txt",1,1,0,2,2,0,2,50,50,0,50,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,2,2,0,2,1,1,0,1,2,2,0,2,0,0,0,0,1,1,0,1,3,3,0,3,50,18,0,0,0,0,0,0,1,0
2438,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-2537-2ebc3464781ad24474abcbd2274e6254689853b5.txt",1,2,0,4,0,2,2,165,21,72,93,0,0,0,0,7,1,3,4,0,0,0,0,0,0,0,0,9,1,4,5,10,0,5,5,5,1,2,3,3,1,1,2,0,0,0,0,9,2,7,9,39,17,0,0,0,0,0,0,0,0
2439,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-3448-b525c06cdbd8a3963f0173ccd23f9147d4c384b5.txt",1,6,3,11,7,2,9,209,161,24,185,0,0,0,0,3,3,0,3,2,2,0,2,0,0,0,0,7,5,1,6,1,1,0,1,3,3,0,3,0,0,0,0,1,1,0,1,8,5,3,8,161,46,0,0,0,0,0,0,3,0
2440,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-3850-16c41745c7b92a243d0874f534c1655196c64b74.txt",1,1,1,2,2,0,2,40,40,0,40,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,2,2,0,2,40,14,0,0,0,0,0,0,1,0
2441,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-4258-33dd94ae1ccbfb7bf0fb6c692bc3d1c4269e6177.txt",1,1,1,1,1,0,1,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,16,6,0,0,0,0,0,0,0,0
2442,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-4346-462e635e5b73ba9a4c03913b77138cd57ce4b050.txt",2,4,1,17,9,4,13,323,143,90,233,2,0,1,1,4,2,1,3,5,3,1,4,0,0,0,0,6,4,1,5,2,2,0,2,0,0,0,0,0,0,0,0,4,1,3,3,11,7,4,10,163,60,0,0,0,0,0,0,0,0
2443,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2010-4347-ed3aada1bf34c5a9e98af167f125f8a740fc726a.txt",1,1,1,2,0,1,1,108,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,3,3,2,0,0,0,0,0,0,0,0,0
2444,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-0006-867c20265459d30a01b021a9c1e81fb4c5832aa9.txt",1,1,0,2,2,0,2,44,44,0,44,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,2,2,0,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,5,5,0,5,44,18,0,0,0,0,0,0,1,0
2445,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-0523-40101707cddb319481133b2a137294b6b669bd16.txt",2,9,1,59,59,0,59,1261,1261,0,1261,5,5,0,5,11,11,0,11,8,8,0,8,1,1,0,1,25,25,0,25,12,12,0,12,21,21,0,21,3,3,0,3,11,11,0,11,38,38,0,38,1261,340,0,0,0,0,0,0,2,3
2446,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-0989-035c8587c0d8d307e45f1b7171a0d337bb451f1e.txt",1,2,0,7,-3,5,2,297,-75,186,111,0,0,0,0,6,-2,4,2,0,0,0,0,0,0,0,0,4,0,2,2,5,-1,3,2,7,-3,5,2,0,0,0,0,2,0,2,1,11,3,8,8,92,30,0,0,0,0,0,0,-1,0
2447,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-1019-8909c9ad8ff03611c9c96c9a92656213e4bb495b.txt",5,5,3,18,10,4,14,529,327,101,428,0,0,0,0,7,3,2,5,0,0,0,0,1,1,0,1,9,7,1,8,0,0,0,0,9,5,2,7,0,0,0,0,6,3,3,6,20,14,6,20,328,92,0,0,0,0,0,0,1,1
2448,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-1021-526b4af47f44148c9d665e57723ed9f86634c6e3.txt",2,4,0,136,14,61,75,2860,370,1245,1615,8,0,4,4,29,1,14,15,22,0,11,11,0,0,0,0,77,3,37,40,32,8,12,20,14,-2,8,6,4,0,2,2,16,7,9,16,42,4,38,42,374,88,0,0,0,0,0,0,-2,0
2449,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-1487-539689e74a3bcb04d29e4cd9396de91a81045b99.txt",1,3,3,6,6,0,6,147,147,0,147,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,3,0,0,0,0,2,2,0,2,2,2,0,2,147,66,0,0,0,0,0,0,3,0
2450,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-1585-4ff67b720c02c36e54d55b88c2931879b7db1cd2.txt",2,5,2,26,10,8,18,762,136,313,449,0,0,0,0,12,4,4,8,5,3,1,4,2,0,1,1,20,4,8,12,14,8,3,11,5,3,1,4,2,0,1,1,6,2,4,4,19,8,11,16,232,67,0,0,0,0,0,0,2,0
2451,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-1833-764355487ea220fdc2faf128d577d7f679b91f97.txt",1,7,1,17,13,2,15,591,367,112,479,1,1,0,1,3,3,0,3,2,2,0,2,0,0,0,0,15,9,3,12,5,5,0,5,2,2,0,2,1,1,0,1,5,4,1,5,24,19,5,24,367,112,0,0,0,0,0,0,1,0
2452,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-2210-21c5977a836e399fc710ff2c5367845ed5c2527f.txt",1,6,2,11,3,4,7,316,94,111,205,2,0,1,1,6,0,3,3,0,0,0,0,0,0,0,0,9,3,3,6,6,0,3,3,0,0,0,0,4,2,1,3,2,1,1,2,16,3,13,15,103,33,0,0,0,0,0,0,0,0
2453,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-2211-21c5977a836e399fc710ff2c5367845ed5c2527f.txt",1,6,2,11,3,4,7,316,94,111,205,2,0,1,1,6,0,3,3,0,0,0,0,0,0,0,0,9,3,3,6,6,0,3,3,0,0,0,0,4,2,1,3,2,1,1,2,16,3,13,15,103,33,0,0,0,0,0,0,0,0
2454,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-2486-7e4ab8e1189846041f955e6c83f72bc1624e7a98.txt",3,6,5,16,16,0,16,537,537,0,537,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,1,1,0,1,7,7,0,7,537,60,0,0,0,0,0,0,0,0
2455,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-2495-1d1221f375c94ef961ba8574ac4f85c8870ddd51.txt",1,3,1,6,2,2,4,225,59,83,142,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,2,8,4,4,7,63,16,0,0,0,0,0,0,1,0
2456,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-2898-13fcb7bd322164c67926ffe272846d4860196dc6.txt",2,4,0,4,4,0,4,68,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,68,16,0,0,0,0,0,0,0,0
2457,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-4080-bfdc0b497faa82a0ba2f9dddcf109231dd519fcc.txt",1,3,0,15,13,1,14,430,360,35,395,0,0,0,0,6,6,0,6,2,2,0,2,0,0,0,0,11,9,1,10,0,0,0,0,4,2,1,3,0,0,0,0,3,3,0,3,14,12,2,13,360,86,0,0,0,0,0,0,1,2
2458,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-4112-550fd08c2cebad61c548def135f67aba284c6162.txt",14,17,11,26,12,7,19,882,500,191,691,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,38,22,8,30,21,11,5,16,0,0,0,0,42,26,8,34,0,0,0,0,7,1,6,7,500,164,0,0,0,0,0,0,0,0
2459,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-4127-0bfc96cb77224736dfa35c3c555d37b3646ef35e.txt",3,7,0,40,38,1,39,861,847,7,854,0,0,0,0,23,23,0,23,8,8,0,8,0,0,0,0,12,12,0,12,8,8,0,8,5,5,0,5,0,0,0,0,4,4,0,4,33,32,1,33,847,190,0,0,0,0,0,2,1,1
2460,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-4127-ec8013beddd717d1740cfefb1a9b900deef85462.txt",3,4,0,16,12,2,14,614,354,130,484,0,0,0,0,9,9,0,9,4,0,2,2,0,0,0,0,33,17,8,25,27,11,8,19,4,4,0,4,3,3,0,3,3,2,1,3,16,9,7,16,378,152,0,0,0,0,0,0,4,0
2461,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-4328-fa481c116e65ccf9137c7ddc8abc3cf05dc12f55.txt",1,1,1,1,1,0,1,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,2,2,0,2,29,16,0,0,0,0,0,0,0,0
2462,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-4347-c4e7f9022e506c6635a5037713c37118e23193e4.txt",1,4,0,48,48,0,48,912,912,0,912,2,2,0,2,11,11,0,11,10,10,0,10,1,1,0,1,28,28,0,28,8,8,0,8,5,5,0,5,7,7,0,7,9,9,0,9,32,32,0,32,912,294,0,0,0,0,0,0,5,1
2463,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2011-4718-25e8fcc88fa20dc9d4c47184471003f436927cde.txt",5,36,12,198,84,57,141,4401,1871,1265,3136,12,2,5,7,65,21,22,43,17,11,3,14,3,1,1,2,87,33,27,60,43,7,18,25,53,17,18,35,19,5,7,12,30,15,15,27,89,39,50,86,2267,762,0,0,0,0,0,0,6,1
2464,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-0028-8141c7f3e7aee618312fa1c15109e1219de784a7.txt",2,4,2,18,0,9,9,382,0,191,191,0,0,0,0,12,0,6,6,0,0,0,0,0,0,0,0,6,0,3,3,8,0,4,4,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
2465,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-0056-e268337dfe26dfc7efd422a804dbb27977a3cccc.txt",1,21,3,104,-42,73,31,2227,-845,1536,691,4,-4,4,0,16,-8,12,4,22,-6,14,8,2,0,1,1,81,-27,54,27,24,-12,18,6,12,-2,7,5,2,-2,2,0,19,2,17,9,35,5,30,19,1096,321,0,0,0,0,0,-7,-2,0
2466,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-1090-88d7d4e4a439f32acc56a6d860e415ee71d3df08.txt",1,3,0,13,9,2,11,209,77,66,143,2,2,0,2,11,1,5,6,2,2,0,2,0,0,0,0,6,0,3,3,5,-3,4,1,5,1,2,3,0,0,0,0,2,2,0,2,10,5,5,9,116,25,0,0,0,0,0,0,0,0
2467,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-1179-4a1d704194a441bf83c636004a479e01360ec850.txt",9,19,2,58,38,10,48,1191,709,241,950,0,0,0,0,29,15,7,22,16,10,3,13,0,0,0,0,9,5,2,7,4,2,1,3,20,10,5,15,2,2,0,2,11,8,3,10,10,6,4,10,749,173,0,0,0,0,0,0,1,2
2468,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-2121-09ca8e1173bcb12e2a449698c9ae3b86a8a10195.txt",3,5,1,14,10,2,12,403,283,60,343,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,10,6,2,8,4,0,2,2,3,3,0,3,1,1,0,1,2,1,1,2,7,3,4,7,287,58,0,0,0,0,0,0,0,0
2469,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-2123-d52fc5dde171f030170a6cb78034d166b13c9445.txt",1,1,1,2,2,0,2,92,92,0,92,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4,4,0,4,3,3,0,3,1,1,0,1,1,1,0,1,1,1,0,1,5,5,0,5,92,30,0,0,0,0,0,0,1,0
2470,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-2313-1bb57e940e1958e40d51f2078f50c3a96a9b2d75.txt",2,6,1,55,-37,46,9,1277,-743,1010,267,1,-1,1,0,19,-9,14,5,7,-5,6,1,1,-1,1,0,60,-40,50,10,21,-11,16,5,2,0,1,1,3,-3,3,0,9,2,7,4,58,9,49,14,839,318,0,0,0,0,0,0,1,0
2471,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-2319-6f24f892871acc47b40dd594c63606a17c714f77.txt",2,3,1,12,12,0,12,215,215,0,215,3,3,0,3,6,6,0,6,3,3,0,3,0,0,0,0,6,6,0,6,6,6,0,6,3,3,0,3,0,0,0,0,0,0,0,0,8,8,0,8,215,84,0,0,0,0,0,0,0,0
2472,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-2320-b0ec6eb4466acc57a9ea8be52c17b674b6ea0618.txt",1,7,1,34,8,13,21,766,222,272,494,5,3,1,4,8,2,3,5,5,1,2,3,0,0,0,0,23,5,9,14,10,6,2,8,2,2,0,2,4,2,1,3,6,3,3,5,42,21,21,36,319,101,0,0,0,0,0,0,1,0
2473,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-2320-c1b968984212b46bea1330f5ae029507b9bfded9.txt",1,7,1,27,7,10,17,561,189,186,375,5,3,1,4,8,2,3,5,5,1,2,3,0,0,0,0,10,4,3,7,5,5,0,5,2,2,0,2,4,2,1,3,5,3,2,4,27,17,10,22,290,91,0,0,0,0,0,0,1,0
2474,".//security_patch/realData\CWE_264_Permissions,_Privileges,_and_Access_Controls\CVE-2012-3466-51606f299e5ee9d48096db0a5957efe26cbf7cc3.txt",1,8,1,31,9,11,20,1017,497,260,757,1,1,0,1,14,8,3,11,0,0,0,0,0,0,0,0,19,9,5,14,2,2,0,2,1,1,0,1,4,4,0,4,11,7,4,9,25,16,9,23,605,156,0,0,0,0,0,2,0,0
